# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Mar 24 15:07:14 2025
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1)
#
# COLUMN pl_name:        Planet Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,default_flag,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_rvamp,sy_dist,sy_gaiamag,rowupdate,pl_pubdate,releasedate
Kepler-273 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,2.93653200,0.037000,1.500,,,713.9640000,14.9683000,2014-05-14,2014-03,2014-05-14
Kepler-273 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,8.01492700,0.073000,1.980,,,713.9640000,14.9683000,2014-05-14,2014-03,2014-05-14
Kepler-274 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,11.63478800,0.101000,1.540,,,1333.6200000,15.0319000,2014-05-14,2014-03,2014-05-14
Kepler-274 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,33.19786100,0.204000,1.840,,,1333.6200000,15.0319000,2014-05-14,2014-03,2014-05-14
Kepler-275 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,10.30068200,0.098000,2.340,,,2034.2500000,15.2874000,2014-05-14,2014-03,2014-05-14
Kepler-275 c,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,16.08813400,0.132000,3.380,,,2034.2500000,15.2874000,2014-05-14,2014-03,2014-05-14
Kepler-275 d,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,35.67606200,0.224000,3.330,,,2034.2500000,15.2874000,2014-05-14,2014-03,2014-05-14
Kepler-276 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,14.12841000,0.119000,2.870,,,1144.8600000,15.3648000,2014-05-14,2014-03,2014-05-14
Kepler-276 c,1,1,3,0,Transit,2013,Kepler,Published Confirmed,0,31.88400000,,2.900,16.60000,,1144.8600000,15.3648000,2014-05-14,2014-02,2014-05-14
Kepler-276 d,1,1,3,0,Transit,2013,Kepler,Published Confirmed,0,48.64800000,,2.800,16.30000,,1144.8600000,15.3648000,2014-05-14,2014-02,2014-05-14
Kepler-277 b,1,1,2,0,Transit,2013,Kepler,Published Confirmed,0,17.32400000,,2.920,87.30000,,976.6430000,13.3884000,2014-05-14,2014-02,2014-05-14
Kepler-277 c,1,1,2,0,Transit,2013,Kepler,Published Confirmed,0,33.00600000,,3.360,64.20000,,976.6430000,13.3884000,2014-05-14,2014-02,2014-05-14
Kepler-278 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,30.16054600,0.207000,4.070,,,443.0300000,11.5296000,2014-05-14,2014-03,2014-05-14
Kepler-278 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,51.07877500,0.294000,3.590,,,443.0300000,11.5296000,2014-05-14,2014-03,2014-05-14
Kepler-279 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,12.30968100,0.112000,3.620,,,1037.4000000,13.5847000,2014-05-14,2014-03,2014-05-14
Kepler-279 c,1,1,3,0,Transit,2013,Kepler,Published Confirmed,0,35.73600000,,4.300,49.40000,,1037.4000000,13.5847000,2014-05-14,2014-02,2014-05-14
Kepler-279 d,1,1,3,0,Transit,2013,Kepler,Published Confirmed,0,54.41400000,,3.100,37.50000,,1037.4000000,13.5847000,2014-05-14,2014-02,2014-05-14
Kepler-28 b,1,1,2,0,Transit,2011,Kepler,Published Confirmed,0,5.91000000,,1.959,1.63000,,438.3590000,15.0257000,2024-06-10,2023-01,2024-06-10
Kepler-28 c,1,1,2,0,Transit,2011,Kepler,Published Confirmed,0,8.99000000,,1.857,2.06000,,438.3590000,15.0257000,2024-06-10,2023-01,2024-06-10
Kepler-280 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,2.13954200,0.032000,1.450,,,780.3610000,14.4574000,2014-05-14,2014-03,2014-05-14
Kepler-280 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,4.80709100,0.056000,2.010,,,780.3610000,14.4574000,2014-05-14,2014-03,2014-05-14
Kepler-281 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,14.64600800,0.117000,2.820,,,1745.4500000,15.7537000,2014-05-14,2014-03,2014-05-14
Kepler-281 c,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,36.33737300,0.215000,5.310,,,1745.4500000,15.7537000,2014-05-14,2014-03,2014-05-14
Kepler-281 d,1,1,3,0,Transit,2021,Kepler,Published Confirmed,0,148.27200320,,5.937,,,1745.4500000,15.7537000,2021-12-05,2022-02,2021-12-05
Kepler-282 b,1,1,4,0,Transit,2014,Kepler,Published Confirmed,0,9.22052400,0.082000,1.010,,,1337.6100000,15.1779000,2014-05-14,2014-03,2014-05-14
Kepler-282 c,1,1,4,0,Transit,2014,Kepler,Published Confirmed,0,13.63872300,0.106000,1.200,,,1337.6100000,15.1779000,2014-05-14,2014-03,2014-05-14
Kepler-282 d,1,1,4,0,Transit,2013,Kepler,Published Confirmed,0,24.80600000,,2.460,61.00000,,1337.6100000,15.1779000,2014-05-14,2014-02,2014-05-14
Kepler-282 e,1,1,4,0,Transit,2013,Kepler,Published Confirmed,0,44.34700000,,3.100,56.20000,,1337.6100000,15.1779000,2014-05-14,2014-02,2014-05-14
Kepler-283 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,11.00815100,0.082000,2.130,,,468.0940000,15.8753000,2014-05-14,2014-03,2014-05-14
Kepler-283 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,92.74371100,0.341000,1.820,,,468.0940000,15.8753000,2014-05-14,2014-03,2014-05-14
Kepler-284 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,12.69914900,0.104000,2.240,,,1031.9500000,15.8126000,2014-05-14,2014-03,2014-05-14
Kepler-284 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,37.51445600,0.213000,2.610,,,1031.9500000,15.8126000,2014-05-14,2014-03,2014-05-14
Kepler-285 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,2.63386700,0.036000,1.340,,,824.3100000,15.1521000,2014-05-14,2014-03,2014-05-14
Kepler-285 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,6.18667600,0.064000,1.120,,,824.3100000,15.1521000,2014-05-14,2014-03,2014-05-14
Kepler-286 b,1,1,4,0,Transit,2014,Kepler,Published Confirmed,0,1.79630200,0.027000,1.240,,,1226.8500000,15.5447000,2014-05-14,2014-03,2014-05-14
Kepler-286 c,1,1,4,0,Transit,2014,Kepler,Published Confirmed,0,3.46809500,0.042000,1.370,,,1226.8500000,15.5447000,2014-05-14,2014-03,2014-05-14
Kepler-286 d,1,1,4,0,Transit,2014,Kepler,Published Confirmed,0,5.91432300,0.061000,1.330,,,1226.8500000,15.5447000,2014-05-14,2014-03,2014-05-14
Kepler-286 e,1,1,4,0,Transit,2014,Kepler,Published Confirmed,0,29.22128900,0.176000,1.770,,,1226.8500000,15.5447000,2014-05-14,2014-03,2014-05-14
Kepler-287 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,20.34219900,0.145000,2.330,,,835.8600000,14.7442000,2014-05-14,2014-03,2014-05-14
Kepler-287 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,44.85189600,0.246000,3.260,,,835.8600000,14.7442000,2014-05-14,2014-03,2014-05-14
Kepler-288 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,6.09732600,0.065000,1.670,,,1194.1500000,15.1520000,2014-05-14,2014-03,2014-05-14
Kepler-288 c,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,19.30577200,0.140000,2.850,,,1194.1500000,15.1520000,2014-05-14,2014-03,2014-05-14
Kepler-288 d,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,56.63374200,0.287000,2.670,,,1194.1500000,15.1520000,2014-05-14,2014-03,2014-05-14
Kepler-289 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,34.53830000,,2.490,3.70000,,704.4380000,13.9628000,2024-09-13,2023-02,2024-09-13
Kepler-289 c,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,125.87230000,,11.230,157.18000,,704.4380000,13.9628000,2024-09-13,2023-02,2024-09-13
Kepler-289 d,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,66.02820000,,3.030,5.33000,,704.4380000,13.9628000,2024-09-13,2023-02,2024-09-13
Kepler-29 b,1,1,2,0,Transit,2011,Kepler,Published Confirmed,0,10.33974000,,2.550,5.00000,,832.5320000,15.2819000,2020-05-01,2020-03,2020-05-07
Kepler-29 c,1,1,2,0,Transit,2011,Kepler,Published Confirmed,0,13.28613000,,2.340,4.50000,,832.5320000,15.2819000,2020-05-04,2020-03,2020-05-07
Kepler-290 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,14.58934700,0.110000,2.250,,,694.6270000,15.5648000,2014-05-14,2014-03,2014-05-14
Kepler-290 c,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,36.77031000,0.205000,2.700,,,694.6270000,15.5648000,2014-05-14,2014-03,2014-05-14
Kepler-290 d,1,1,3,0,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,0.76401755,0.015400,0.860,,,694.6270000,15.5648000,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-291 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,3.54651100,0.047000,2.160,,,1786.4800000,15.8985000,2014-05-14,2014-03,2014-05-14
Kepler-291 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,5.70078600,0.065000,1.880,,,1786.4800000,15.8985000,2014-05-14,2014-03,2014-05-14
Kepler-292 b,1,1,5,0,Transit,2014,Kepler,Published Confirmed,0,2.58082700,0.035000,1.320,,,1056.4800000,15.9419000,2014-05-14,2014-03,2014-05-14
Kepler-292 c,1,1,5,0,Transit,2014,Kepler,Published Confirmed,0,3.71533500,0.045000,1.470,,,1056.4800000,15.9419000,2014-05-14,2014-03,2014-05-14
Kepler-292 d,1,1,5,0,Transit,2014,Kepler,Published Confirmed,0,7.05567900,0.068000,2.230,,,1056.4800000,15.9419000,2014-05-14,2014-03,2014-05-14
Kepler-292 e,1,1,5,0,Transit,2014,Kepler,Published Confirmed,0,11.97901000,0.097000,2.670,,,1056.4800000,15.9419000,2014-05-14,2014-03,2014-05-14
Kepler-292 f,1,1,5,0,Transit,2014,Kepler,Published Confirmed,0,20.83423700,0.141000,2.350,,,1056.4800000,15.9419000,2014-05-14,2014-03,2014-05-14
Kepler-293 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,19.25419600,0.144000,3.070,,,974.6330000,15.3334000,2014-05-14,2014-03,2014-05-14
Kepler-293 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,54.15574300,0.286000,3.830,,,974.6330000,15.3334000,2014-05-14,2014-03,2014-05-14
Kepler-294 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,3.70121200,0.048000,1.770,,,1357.0100000,15.8186000,2014-05-14,2014-03,2014-05-14
Kepler-294 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,6.62640000,0.071000,2.710,,,1357.0100000,15.8186000,2014-05-14,2014-03,2014-05-14
Kepler-295 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,12.64516400,0.099000,1.220,,,1699.1900000,14.4325000,2014-05-14,2014-03,2014-05-14
Kepler-295 c,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,21.52625800,0.142000,1.170,,,1699.1900000,14.4325000,2014-05-14,2014-03,2014-05-14
Kepler-295 d,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,33.88405400,0.192000,1.360,,,1699.1900000,14.4325000,2014-05-14,2014-03,2014-05-14
Kepler-296 b,1,2,5,0,Transit,2014,Kepler,Published Confirmed,0,10.86438400,0.079000,1.610,,,,15.9015000,2015-09-02,2015-08,2015-09-03
Kepler-296 c,1,2,5,0,Transit,2014,Kepler,Published Confirmed,0,5.84163660,0.052100,2.000,,,,15.9015000,2015-09-02,2015-08,2015-09-03
Kepler-296 d,1,2,5,0,Transit,2014,Kepler,Published Confirmed,0,19.85029100,0.118000,2.090,,,,15.9015000,2015-09-02,2015-08,2015-09-03
Kepler-296 e,1,2,5,0,Transit,2014,Kepler,Published Confirmed,0,34.14211000,0.169000,1.530,,,,15.9015000,2015-09-02,2015-08,2015-09-03
Kepler-296 f,1,2,5,0,Transit,2014,Kepler,Published Confirmed,0,63.33627000,0.255000,1.800,,,,15.9015000,2015-09-02,2015-08,2015-09-03
Kepler-297 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,38.87182600,0.217000,2.870,,,692.1400000,14.1922000,2014-05-14,2014-03,2014-05-14
Kepler-297 c,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,74.92013700,0.336000,6.540,,,692.1400000,14.1922000,2014-05-14,2014-03,2014-05-14
Kepler-297 d,1,1,3,0,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,150.01895110,0.523000,32.600,,,692.1400000,14.1922000,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-298 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,10.47546400,0.080000,1.960,,,518.2040000,15.4179000,2014-05-14,2014-03,2014-05-14
Kepler-298 c,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,22.92881000,0.136000,1.930,,,518.2040000,15.4179000,2014-05-14,2014-03,2014-05-14
Kepler-298 d,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,77.47363300,0.305000,2.500,,,518.2040000,15.4179000,2014-05-14,2014-03,2014-05-14
Kepler-299 b,1,1,4,0,Transit,2014,Kepler,Published Confirmed,0,2.92712800,0.040000,1.320,,,1052.2400000,15.0103000,2014-05-14,2014-03,2014-05-14
Kepler-299 c,1,1,4,0,Transit,2014,Kepler,Published Confirmed,0,6.88587500,0.070000,2.650,,,1052.2400000,15.0103000,2014-05-14,2014-03,2014-05-14
Kepler-299 d,1,1,4,0,Transit,2014,Kepler,Published Confirmed,0,15.05478600,0.118000,1.860,,,1052.2400000,15.0103000,2014-05-14,2014-03,2014-05-14
Kepler-299 e,1,1,4,0,Transit,2014,Kepler,Published Confirmed,0,38.28548900,0.220000,1.870,,,1052.2400000,15.0103000,2014-05-14,2014-03,2014-05-14
Kepler-30 b,1,1,3,0,Transit,2012,Kepler,Published Confirmed,0,29.33434000,0.180000,3.900,11.30000,,914.2210000,15.3761000,2023-11-28,2012-07,2023-11-28
Kepler-30 c,1,1,3,0,Transit,2012,Kepler,Published Confirmed,0,60.32310500,0.300000,12.300,640.00000,,914.2210000,15.3761000,2023-11-28,2012-07,2023-11-28
Kepler-30 d,1,1,3,0,Transit,2012,Kepler,Published Confirmed,0,143.34394000,0.500000,8.800,23.10000,,914.2210000,15.3761000,2023-11-28,2012-07,2023-11-28
Kepler-300 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,10.44634700,0.094000,1.670,,,1098.4500000,14.1797000,2014-05-14,2014-03,2014-05-14
Kepler-300 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,40.71495500,0.232000,2.250,,,1098.4500000,14.1797000,2014-05-14,2014-03,2014-05-14
Kepler-301 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,2.50855300,0.036000,1.350,,,719.1660000,14.2737000,2014-05-14,2014-03,2014-05-14
Kepler-301 c,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,5.41902600,0.060000,1.350,,,719.1660000,14.2737000,2014-05-14,2014-03,2014-05-14
Kepler-301 d,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,13.75124300,0.112000,1.750,,,719.1660000,14.2737000,2014-05-14,2014-03,2014-05-14
Kepler-302 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,30.18410400,0.193000,4.060,,,1402.5800000,15.4911000,2014-05-14,2014-03,2014-05-14
Kepler-302 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,127.28218400,0.503000,12.450,,,1402.5800000,15.4911000,2014-05-14,2014-03,2014-05-14
Kepler-303 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,1.93705500,0.024000,0.890,,,209.7380000,14.3960000,2014-05-14,2014-03,2014-05-14
Kepler-303 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,7.06114900,0.057000,1.140,,,209.7380000,14.3960000,2014-05-14,2014-03,2014-05-14
Kepler-304 b,1,1,4,0,Transit,2014,Kepler,Published Confirmed,0,3.29570900,0.039000,2.860,,,434.6840000,14.8308000,2014-05-14,2014-03,2014-05-14
Kepler-304 c,1,1,4,0,Transit,2014,Kepler,Published Confirmed,0,5.31594600,0.054000,2.170,,,434.6840000,14.8308000,2014-05-14,2014-03,2014-05-14
Kepler-304 d,1,1,4,0,Transit,2014,Kepler,Published Confirmed,0,9.65347100,0.080000,2.750,,,434.6840000,14.8308000,2014-05-14,2014-03,2014-05-14
Kepler-304 e,1,1,4,0,Transit,2016,Kepler,Published Confirmed,0,1.49914695,,1.200,,,434.6840000,14.8308000,2016-05-06,2016-05,2016-05-10
Kepler-305 b,1,1,4,0,Transit,2013,Kepler,Published Confirmed,0,5.48700000,,3.600,10.50000,,868.4770000,15.7661000,2014-05-14,2014-02,2014-05-14
Kepler-305 c,1,1,4,0,Transit,2013,Kepler,Published Confirmed,0,8.29100000,,3.300,6.00000,,868.4770000,15.7661000,2014-05-14,2014-02,2014-05-14
Kepler-305 d,1,1,4,0,Transit,2014,Kepler,Published Confirmed,0,16.74000000,,2.760,6.20000,,868.4770000,15.7661000,2024-06-10,2023-01,2024-06-10
Kepler-305 e,1,1,4,0,Transit,2020,Kepler,Published Confirmed,0,3.20538000,,1.794,,,868.4770000,15.7661000,2020-09-08,2021-07,2020-09-03
Kepler-306 b,1,1,4,0,Transit,2014,Kepler,Published Confirmed,0,4.64618600,0.050000,1.520,,,775.6790000,15.5524000,2014-05-14,2014-03,2014-05-14
Kepler-306 c,1,1,4,0,Transit,2014,Kepler,Published Confirmed,0,7.24019300,0.067000,2.350,,,775.6790000,15.5524000,2014-05-14,2014-03,2014-05-14
Kepler-306 d,1,1,4,0,Transit,2014,Kepler,Published Confirmed,0,17.32664400,0.120000,2.470,,,775.6790000,15.5524000,2014-05-14,2014-03,2014-05-14
Kepler-306 e,1,1,4,0,Transit,2014,Kepler,Published Confirmed,0,44.84097500,0.227000,2.270,,,775.6790000,15.5524000,2014-05-14,2014-03,2014-05-14
Kepler-307 b,1,1,2,0,Transit,2013,Kepler,Published Confirmed,0,10.42080000,,2.430,7.44000,,575.5810000,14.0561000,2016-04-13,2016-03,2016-04-07
Kepler-307 c,1,1,2,0,Transit,2013,Kepler,Published Confirmed,0,13.07290000,,2.200,3.64000,,575.5810000,14.0561000,2016-04-13,2016-03,2016-04-07
Kepler-308 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,9.69492800,0.090000,2.120,,,1335.9200000,15.8506000,2014-05-14,2014-03,2014-05-14
Kepler-308 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,15.38231000,0.123000,2.160,,,1335.9200000,15.8506000,2014-05-14,2014-03,2014-05-14
Kepler-309 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,5.92365300,0.059000,1.560,,,544.5680000,15.1261000,2014-05-14,2014-03,2014-05-14
Kepler-309 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,105.35638300,0.401000,2.510,,,544.5680000,15.1261000,2014-05-14,2014-03,2014-05-14
Kepler-31 b,1,1,3,0,Transit,2011,Kepler,Published Confirmed,0,20.86130000,0.160000,5.500,,,1664.6400000,15.2240000,2014-05-14,2012-05,2014-05-14
Kepler-31 c,1,1,3,0,Transit,2011,Kepler,Published Confirmed,0,42.63180000,0.260000,5.300,1493.70000,,1664.6400000,15.2240000,2014-05-14,2012-05,2014-05-14
Kepler-31 d,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,87.64510000,0.400000,3.900,2161.24400,,1664.6400000,15.2240000,2016-03-23,2012-05,2016-03-24
Kepler-310 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,13.93069800,0.111000,1.190,,,602.2680000,14.2650000,2014-05-14,2014-03,2014-05-14
Kepler-310 c,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,56.47542000,0.281000,3.380,,,602.2680000,14.2650000,2014-05-14,2014-03,2014-05-14
Kepler-310 d,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,92.87612500,0.392000,2.470,,,602.2680000,14.2650000,2014-05-14,2014-03,2014-05-14
Kepler-311 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,9.17609200,0.087000,1.700,,,778.6540000,13.7537000,2014-05-14,2014-03,2014-05-14
Kepler-311 c,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,19.73828600,0.145000,1.430,,,778.6540000,13.7537000,2014-05-14,2014-03,2014-05-14
Kepler-311 d,1,1,3,0,Transit,2023,Kepler,Kepler Project Candidate (q1_q17_dr25_koi),0,232.04032600,0.732600,2.050,,,778.6540000,13.7537000,2017-05-08,2017-08-31 00:00,2017-05-08
Kepler-312 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,1.77241900,0.031000,1.290,,,797.7200000,12.9211000,2014-05-14,2014-03,2014-05-14
Kepler-312 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,19.74741200,0.153000,3.150,,,797.7200000,12.9211000,2014-05-14,2014-03,2014-05-14
Kepler-313 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,14.97041800,0.125000,2.530,,,,14.1106000,2014-05-14,2014-03,2014-05-14
Kepler-313 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,32.27327300,0.208000,2.570,,,,14.1106000,2014-05-14,2014-03,2014-05-14
Kepler-314 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,2.46106900,0.035000,0.830,,,268.8810000,12.5226000,2014-05-14,2014-03,2014-05-14
Kepler-314 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,5.96039200,0.064000,2.900,,,268.8810000,12.5226000,2014-05-14,2014-03,2014-05-14
Kepler-315 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,96.10114100,0.402000,3.770,,,1160.6300000,15.2885000,2014-05-14,2014-03,2014-05-14
Kepler-315 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,265.46933500,0.791000,4.150,,,1160.6300000,15.2885000,2014-05-14,2014-03,2014-05-14
Kepler-316 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,2.24050800,0.027000,1.060,,,384.9380000,15.1944000,2014-05-14,2014-03,2014-05-14
Kepler-316 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,6.82776600,0.058000,1.160,,,384.9380000,15.1944000,2014-05-14,2014-03,2014-05-14
Kepler-317 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,5.52424200,0.061000,2.090,,,940.5840000,15.4571000,2014-05-14,2014-03,2014-05-14
Kepler-317 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,8.77501000,0.083000,1.720,,,940.5840000,15.4571000,2014-05-14,2014-03,2014-05-14
Kepler-318 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,4.66271500,0.056000,4.710,,,489.1410000,13.2810000,2014-05-14,2014-03,2014-05-14
Kepler-318 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,11.81500700,0.105000,3.680,,,489.1410000,13.2810000,2014-05-14,2014-03,2014-05-14
Kepler-319 b,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,4.36270500,0.051000,1.630,,,503.4360000,13.7908000,2014-05-14,2014-03,2014-05-14
Kepler-319 c,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,6.94135700,0.069000,2.630,,,503.4360000,13.7908000,2014-05-14,2014-03,2014-05-14
Kepler-319 d,1,1,3,0,Transit,2014,Kepler,Published Confirmed,0,31.78192500,0.191000,2.290,,,503.4360000,13.7908000,2014-05-14,2014-03,2014-05-14
Kepler-32 b,1,1,5,0,Transit,2011,Kepler,Published Confirmed,0,5.90124000,0.050000,2.200,1303.00000,,323.8470000,15.8123000,2016-03-23,2012-05,2016-03-24
Kepler-32 c,1,1,5,0,Transit,2011,Kepler,Published Confirmed,0,8.75220000,0.090000,2.000,158.90000,,323.8470000,15.8123000,2016-03-23,2012-05,2016-03-24
Kepler-32 d,1,1,5,0,Transit,2012,Kepler,Published Confirmed,0,22.78020000,0.130000,2.700,,,323.8470000,15.8123000,2016-03-23,2012-05,2016-03-24
Kepler-32 e,1,1,5,0,Transit,2012,Kepler,Published Confirmed,0,2.89600000,0.033000,1.500,,,323.8470000,15.8123000,2016-03-23,2012-05,2016-03-24
Kepler-32 f,1,1,5,0,Transit,2012,Kepler,Published Confirmed,0,0.74296000,0.013000,0.820,,,323.8470000,15.8123000,2016-03-23,2012-05,2016-03-24
Kepler-320 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,8.37155400,0.085000,1.140,,,826.6130000,13.4337000,2014-05-14,2014-03,2014-05-14
Kepler-320 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,17.93493700,0.142000,1.370,,,826.6130000,13.4337000,2014-05-14,2014-03,2014-05-14
Kepler-321 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,4.91537900,0.057000,1.770,,,384.5420000,12.7549000,2014-05-14,2014-03,2014-05-14
Kepler-321 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,13.09392100,0.110000,2.320,,,384.5420000,12.7549000,2014-05-14,2014-03,2014-05-14
Kepler-322 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,1.65388800,0.027000,1.010,,,400.4800000,13.5033000,2014-05-14,2014-03,2014-05-14
Kepler-322 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,4.33723400,0.051000,1.670,,,400.4800000,13.5033000,2014-05-14,2014-03,2014-05-14
Kepler-323 b,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,1.67832800,0.027780,1.381,3.90000,2.100,454.8830000,12.6580000,2023-04-17,2023-04,2023-04-17
Kepler-323 c,1,1,2,0,Transit,2014,Kepler,Published Confirmed,0,3.55382290,0.045800,1.570,6.80000,2.800,454.8830000,12.6580000,2023-04-17,2023-04,2023-04-17
Kepler-324 b,1,1,4,0,Transit,2014,Kepler,Published Confirmed,0,4.38531500,0.050000,1.140,,,501.5740000,14.0909000,2014-05-14,2014-03,2014-05-14
Kepler-324 c,1,1,4,0,Transit,2014,Kepler,Published Confirmed,0,51.80561200,0.260000,3.150,,,501.5740000,14.0909000,2014-05-14,2014-03,2014-05-14
